"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"99",99,99,99,NA,2007-05-16 20:00:00,2007-05-18 10:00:00,136800s (~1.58 days),1233210.00448441,456221.612414534,776988.392069871,2007-05-16 20:00:00,2,0.183433333333333,1.8509,2007-05-17 01:00:00,1.788475,9900s (~2.75 hours),0.779953333333333,1.8509,2007-05-17 01:00:00,2007-05-16 23:00:00,1.754895,28800s (~8 hours),2007-05-16 21:00:00,2007-05-18 10:00:00,133200s (~1.54 days),1221917.50444334,444929.112373471,776988.392069871,1,70.2861113666973,2007-05-17 14:00:00,0.948,"Q10",3600,46800,46800,61200s (~17 hours),72000s (~20 hours),1.754895,25200s (~7 hours),0.020255,12.2291667111365,0.1801925,0.18423,2.1099925,8.6290725,24.8836575,91.9972375,136800,1179345600,1179482400,136800,NA,FALSE,FALSE,FALSE
"100",100,100,100,NA,2007-06-20 00:00:00,2007-06-22 22:00:00,252000s (~2.92 days),2370417.50861971,741725.941199792,1628691.56741992,2007-06-20 00:00:00,2,0.471776901408451,5.36,2007-06-20 18:00:00,8.37404,48600s (~13.5 hours),0.6681164,5.36,2007-06-20 18:00:00,2007-06-21 14:00:00,8.351455,176400s (~2.04 days),2007-06-20 20:00:00,2007-06-22 22:00:00,180000s (~2.08 days),2058705.00748621,559291.57358842,1499413.43389779,2,82.4333336330913,2007-06-22 08:00:00,0.964,"Q5",72000,136800,136800,129600s (~1.5 days),50400s (~14 hours),8.3515525,2808000s (~4.64 weeks),29.60585,11.0388889290304,2.9563375,3.009,3.38499,6.3228775,23.9446675,88.81301,252000,1182297600,1182549600,252000,NA,FALSE,FALSE,FALSE
"101",101,101,101,NA,2007-06-23 20:00:00,2007-06-26 16:00:00,244800s (~2.83 days),2798650.01017692,878203.340079477,1920446.67009744,2007-06-23 20:00:00,2,0.337346086956522,7.15931,2007-06-25 08:00:00,5.81922,47700s (~13.25 hours),0.28778,2.2775,2007-06-24 07:00:00,2007-06-24 07:00:00,2.44613,118800s (~1.38 days),2007-06-24 02:00:00,2007-06-26 16:00:00,223200s (~2.58 days),2726100.0099131,810535.643467524,1915564.36644558,2,83.7750003046367,2007-06-26 01:00:00,0.966,"Q5",21600,61200,151200,169200s (~1.96 days),54000s (~15 hours),5.8039075,72000s (~20 hours),0.867545,12.2277778222425,0.5484575,0.8688425,1.0572775,9.2428825,28.7819175,94.0757,244800,1182628800,1182873600,244800,NA,FALSE,FALSE,FALSE
"102",102,102,102,NA,2007-06-28 04:00:00,2007-06-30 05:00:00,176400s (~2.04 days),1541830.00560666,642208.016730489,899621.988876172,2007-06-28 04:00:00,3,0.275944,5.03,2007-06-29 01:00:00,3.4493,32400s (~9 hours),0.41689935483871,5.03,2007-06-29 01:00:00,2007-06-29 01:00:00,3.23097,108000s (~1.25 days),2007-06-29 00:00:00,2007-06-30 05:00:00,104400s (~1.21 days),1289370.00468862,389748.015812451,899621.988876172,1,86.4388892032125,2007-06-29 20:00:00,0.968,"Q5",72000,68400,68400,72000s (~20 hours),32400s (~9 hours),3.256255,122400s (~1.42 days),0.9921475,14.2722222741213,0.0060375,0.842015,1.008005,6.21874,35.0377075,94.97662,176400,1183003200,1183179600,176400,NA,FALSE,FALSE,FALSE
"103",103,103,103,NA,2007-06-30 00:00:00,2007-07-02 03:00:00,183600s (~2.12 days),1748600.00635855,896604.53934074,851995.467017813,2007-06-30 00:00:00,1,0.255216923076923,3.30118,2007-07-01 03:00:00,3.31782,39600s (~11 hours),0.255216923076923,3.30118,2007-07-01 03:00:00,NA,3.31782,183600s (~2.12 days),2007-06-30 12:00:00,2007-07-02 03:00:00,140400s (~1.62 days),1450652.50527511,725265.959769629,725386.545505478,1,56.5333335389093,2007-07-01 04:00:00,0.921,"Q10",43200,3600,3600,57600s (~16 hours),82800s (~23 hours),2.85457,-25200s (~-7 hours),0.193045,34.9000001269092,0.0256275,3.0435975,3.2565975,4.265425,38.2937275,96.0702525,183600,1183161600,1183345200,183600,NA,FALSE,FALSE,FALSE
"104",104,104,104,NA,2007-07-01 06:00:00,2007-07-04 14:00:00,288000s (~3.33 days),2805467.51020171,1499431.87821703,1306035.63198469,2007-07-01 06:00:00,2,0.236595925925926,4.67126,2007-07-03 13:00:00,4.7910675,60300s (~16.75 hours),0.301681666666667,4.67126,2007-07-03 13:00:00,2007-07-02 15:00:00,4.525225,320400s (~3.71 days),2007-07-02 16:00:00,2007-07-04 14:00:00,165600s (~1.92 days),1725855.00627584,841227.838837652,884627.167438192,2,59.3777779936972,2007-07-03 14:00:00,0.928,"Q10",122400,3600,3600,79200s (~22 hours),86400s (~1 days),4.5236325,-82800s (~-23 hours),0.46325,44.3958334947729,1.766895,2.689055,3.0699925,6.97812,41.00456,97.3433325,288000,1183269600,1183557600,288000,NA,FALSE,FALSE,FALSE
"105",105,105,105,NA,2007-07-08 09:00:00,2007-07-11 13:00:00,273600s (~3.17 days),2916002.51060366,1195348.71141509,1720653.79918857,2007-07-08 09:00:00,1,0.459108701298701,4.76,2007-07-09 07:00:00,8.8378425,41400s (~11.5 hours),0.679831538461538,4.76,2007-07-09 07:00:00,2007-07-09 06:00:00,8.83781,183600s (~2.12 days),2007-07-09 06:00:00,2007-07-11 13:00:00,198000s (~2.29 days),2602070.00946209,881446.882144092,1720623.12731799,1,120.172222659213,2007-07-10 16:00:00,0.989,"Q5",75600,118800,118800,122400s (~1.42 days),75600s (~21 hours),8.8378425,320400s (~3.71 days),0.862855,17.4736111746516,0.000195,0.000195,0.000735,0.9870725,31.2201675,94.12475,273600,1183885200,1184158800,273600,NA,FALSE,FALSE,FALSE
"106",106,106,106,NA,2007-07-13 08:00:00,2007-07-14 19:00:00,126000s (~1.46 days),912642.503318704,598279.922321115,314362.580997589,2007-07-13 08:00:00,1,0.201233888888889,2.54,2007-07-13 15:00:00,1.811105,20700s (~5.75 hours),0.328536363636364,2.54,2007-07-13 15:00:00,2007-07-13 15:00:00,1.80695,75600s (~21 hours),2007-07-13 18:00:00,2007-07-14 19:00:00,90000s (~1.04 days),739480.002689022,433779.368661325,305700.634027696,0,42.9388890450305,2007-07-14 08:00:00,0.875,"Q15",36000,61200,61200,50400s (~14 hours),39600s (~11 hours),1.80695,147600s (~1.71 days),0.158635,18.6583334011819,0.013575,0.0631625,0.170135,3.91246,28.1562775,103.0377275,126000,1184313600,1184439600,126000,NA,FALSE,TRUE,FALSE
"107",107,107,107,NA,2007-07-14 22:00:00,2007-07-16 18:00:00,158400s (~1.83 days),1455107.50529131,804755.36374616,650352.141545147,2007-07-14 22:00:00,2,0.321876888888889,4.29,2007-07-15 04:00:00,3.621115,14400s (~4 hours),1.03606727272727,4.29,2007-07-15 04:00:00,2007-07-15 04:00:00,2.849185,36000s (~10 hours),2007-07-15 07:00:00,2007-07-16 18:00:00,126000s (~1.46 days),1294375.00470682,652596.431070646,641778.573636178,1,63.66944467597,2007-07-15 21:00:00,0.937,"Q10",32400,61200,61200,50400s (~14 hours),75600s (~21 hours),2.849185,3600s (~1 hours),0,20.5625000747728,0.0011,0.05009,1.8137325,1.97084,27.8047675,104.711805,158400,1184450400,1184608800,158400,NA,FALSE,FALSE,FALSE
"108",108,108,108,NA,2007-07-16 14:00:00,2007-07-19 01:00:00,212400s (~2.46 days),2040567.50742025,1135239.01720585,905328.4902144,2007-07-16 14:00:00,3,0.3886965,7.53672,2007-07-17 05:00:00,5.8304475,29700s (~8.25 hours),0.785262,7.53672,2007-07-17 05:00:00,2007-07-17 05:00:00,4.9078875,86400s (~1 days),2007-07-17 05:00:00,2007-07-19 01:00:00,158400s (~1.83 days),1753532.50637649,868636.991796296,884895.514580193,1,72.74444470897,2007-07-17 22:00:00,0.952,"Q5",54000,61200,61200,61200s (~17 hours),97200s (~1.12 days),5.17756,-21600s (~-6 hours),0.7900175,24.7500000900001,0.0027875,0.0027875,2.8519725,4.6708275,26.441475,107.38764,212400,1184594400,1184806800,212400,NA,FALSE,FALSE,FALSE
"109",109,109,109,NA,2007-07-19 00:00:00,2007-07-21 01:00:00,176400s (~2.04 days),2791130.01014958,964173.609509695,1826956.40063988,2007-07-19 00:00:00,1,0.5562634,9.39851,2007-07-19 13:00:00,6.9532925,36000s (~10 hours),0.5562634,9.39851,2007-07-19 13:00:00,2007-07-19 13:00:00,6.9532925,176400s (~2.04 days),2007-07-19 13:00:00,2007-07-21 01:00:00,129600s (~1.5 days),2543190.00924797,725533.195433093,1817656.81381488,1,166.094445048425,2007-07-20 02:00:00,0.997,"Q5",46800,46800,46800,46800s (~13 hours),82800s (~23 hours),6.28405,-10800s (~-3 hours),0.2160975,25.852777871788,0.0022475,0.534105,4.89301,8.5587575,30.94624,111.0800375,176400,1184803200,1184979600,176400,NA,FALSE,FALSE,FALSE
"110",110,110,110,NA,2007-07-23 02:00:00,2007-07-24 19:00:00,147600s (~1.71 days),1642417.50597243,819373.029872092,823044.476100343,2007-07-23 02:00:00,1,0.171816904761905,2.34,2007-07-23 04:00:00,1.8040775,18900s (~5.25 hours),0.34363380952381,2.34,2007-07-23 04:00:00,2007-07-23 05:00:00,1.8040775,72000s (~20 hours),2007-07-23 07:00:00,2007-07-24 19:00:00,129600s (~1.5 days),1542657.50560967,723685.586311528,818971.919298142,1,69.8638891429397,2007-07-24 01:00:00,0.948,"Q10",18000,75600,75600,64800s (~18 hours),64800s (~18 hours),1.8040775,169200s (~1.96 days),0.3848925,21.7750000791819,0.0019,0.0740875,0.3854875,7.2188275,30.737435,116.8739325,147600,1185156000,1185303600,147600,NA,FALSE,FALSE,FALSE
"111",111,111,111,NA,2007-07-25 21:00:00,2007-07-27 13:00:00,144000s (~1.67 days),2414797.50878109,835125.861139904,1579671.64764119,2007-07-25 21:00:00,2,0.637159024390244,7.67,2007-07-26 07:00:00,6.53088,18000s (~5 hours),1.36828526315789,7.67,2007-07-26 07:00:00,2007-07-26 08:00:00,6.499355,64800s (~18 hours),2007-07-26 06:00:00,2007-07-27 13:00:00,111600s (~1.29 days),2228337.50810306,655450.618384209,1572886.88971885,1,132.752778260516,2007-07-27 00:00:00,0.992,"Q5",32400,61200,61200,64800s (~18 hours),46800s (~13 hours),6.52977,86400s (~1 days),0.5886375,22.0722223024849,0.141695,0.58908,0.5983175,2.466805,29.099385,119.09877,144000,1185397200,1185541200,144000,NA,FALSE,FALSE,FALSE
"112",112,112,112,NA,2007-07-28 14:00:00,2007-07-30 06:00:00,144000s (~1.67 days),1494475.00543446,843867.532185418,650607.473249043,2007-07-28 14:00:00,2,0.0539934146341463,0.63551,2007-07-28 18:00:00,0.5534325,16200s (~4.5 hours),0.146678,0.63551,2007-07-28 18:00:00,2007-07-28 17:00:00,0.5500425,50400s (~14 hours),2007-07-28 18:00:00,2007-07-30 06:00:00,129600s (~1.5 days),1411222.50513172,760615.031882682,650607.473249043,1,68.7944446946064,2007-07-29 08:00:00,0.946,"Q10",14400,50400,50400,50400s (~14 hours),79200s (~22 hours),0.5500425,82800s (~23 hours),0.00122,23.4569445297425,0.0004525,0.0014475,0.03386,7.120965,35.6299875,124.1941,144000,1185631200,1185775200,144000,NA,FALSE,FALSE,FALSE
"113",113,113,113,NA,2007-08-17 21:00:00,2007-08-21 21:00:00,345600s (~4 days),3411802.51240657,1382676.5612131,2029125.95119346,2007-08-17 21:00:00,2,0.575422268041237,13.9,2007-08-20 07:00:00,13.95399,47700s (~13.25 hours),0.158131219512195,1.58,2007-08-18 09:00:00,2007-08-18 10:00:00,1.620845,144000s (~1.67 days),2007-08-20 02:00:00,2007-08-21 21:00:00,154800s (~1.79 days),2654402.50965238,645350.485336352,2009052.02431603,1,148.550000540182,2007-08-21 02:00:00,0.995,"Q5",190800,68400,234000,86400s (~1 days),68400s (~19 hours),13.95399,1602000s (~2.65 weeks),10.2812075,18.7722222904849,0.03855,0.30965,2.0989875,7.2827075,10.32141,134.40388,345600,1187384400,1187730000,345600,NA,FALSE,FALSE,FALSE
"114",114,114,114,NA,2007-10-15 18:00:00,2007-10-18 05:00:00,212400s (~2.46 days),1271305.00462293,496288.421927548,775016.582695385,2007-10-15 18:00:00,1,0.473917166666667,4.6,2007-10-16 14:00:00,7.1087575,27900s (~7.75 hours),0.8885946875,4.6,2007-10-16 14:00:00,2007-10-16 13:00:00,7.1087575,111600s (~1.29 days),2007-10-16 14:00:00,2007-10-18 05:00:00,140400s (~1.62 days),1109412.50403423,334395.921338848,775016.582695385,1,71.2638891480306,2007-10-17 08:00:00,0.95,"Q10",72000,64800,64800,64800s (~18 hours),75600s (~21 hours),7.1087575,4734000s (~7.83 weeks),12.275375,12.0430555993485,0.0297225,0.060045,0.0966425,0.0967675,5.827825,104.186815,212400,1192471200,1192683600,212400,NA,FALSE,FALSE,FALSE
"115",115,115,115,NA,2007-10-26 22:00:00,2007-10-30 22:00:00,345600s (~4 days),1236002.50449456,815928.071702794,420074.432791766,2007-10-26 22:00:00,2,0.133785051546392,1.99,2007-10-28 08:00:00,3.2442875,59400s (~16.5 hours),0.199477796610169,1.99,2007-10-28 08:00:00,2007-10-28 19:00:00,2.9422975,208800s (~2.42 days),2007-10-28 11:00:00,2007-10-30 22:00:00,212400s (~2.46 days),929697.503380722,509969.208819192,419728.29456153,0,34.630555681485,2007-10-29 15:00:00,0.832,"Q20",133200,111600,111600,100800s (~1.17 days),111600s (~1.29 days),2.9768675,745200s (~1.23 weeks),0.030465,9.66666670181822,0.01358,0.0239725,0.0239725,0.02416,8.73056,91.5209875,345600,1193436000,1193781600,345600,NA,FALSE,TRUE,FALSE
"116",116,116,116,NA,2007-11-17 19:00:00,2007-11-19 18:00:00,169200s (~1.96 days),962220.003498986,381816.821292658,580403.182206329,2007-11-17 19:00:00,3,0.369175625,3.69,2007-11-18 01:00:00,4.4301075,28800s (~8 hours),1.32992545454545,3.69,2007-11-18 01:00:00,2007-11-18 01:00:00,3.657295,36000s (~10 hours),2007-11-18 01:00:00,2007-11-19 18:00:00,147600s (~1.71 days),917640.003336877,337236.821130548,580403.182206329,1,46.8194446146972,2007-11-18 21:00:00,0.89,"Q15",21600,72000,72000,72000s (~20 hours),75600s (~21 hours),4.11931,1537200s (~2.54 weeks),1.9197125,8.93750003250004,0.000405,0.0006675,0.137995,0.830405,3.710995,59.07816,169200,1195326000,1195495200,169200,NA,FALSE,FALSE,FALSE
"117",117,117,117,NA,2007-11-20 09:00:00,2007-11-21 22:00:00,133200s (~1.54 days),1097845.00399217,368271.853470438,729573.150521731,2007-11-20 09:00:00,1,0.409684210526316,4.5,2007-11-20 19:00:00,3.892,27900s (~7.75 hours),0.409684210526316,4.5,2007-11-20 19:00:00,2007-11-20 18:00:00,3.892,133200s (~1.54 days),2007-11-20 17:00:00,2007-11-21 22:00:00,104400s (~1.21 days),1024302.50372474,296458.231365008,727844.272359733,1,60.6944446651518,2007-11-21 06:00:00,0.931,"Q10",28800,39600,39600,46800s (~13 hours),57600s (~16 hours),3.8568975,46800s (~13 hours),0.007855,13.7097222720758,0.01521,0.26865,0.7881275,4.5597975,6.3512675,61.287685,133200,1195549200,1195682400,133200,NA,FALSE,FALSE,FALSE
"118",118,118,118,NA,2007-11-27 07:00:00,2007-11-30 05:00:00,252000s (~2.92 days),1539407.50559785,721821.978076924,817585.527520928,2007-11-27 07:00:00,2,0.273447183098592,3.02,2007-11-29 02:00:00,4.8536875,52200s (~14.5 hours),0.356257924528302,3.02,2007-11-29 02:00:00,2007-11-29 02:00:00,4.7204175,187200s (~2.17 days),2007-11-28 22:00:00,2007-11-30 05:00:00,111600s (~1.29 days),1117522.50406372,337843.416927422,779679.087136301,1,64.0166668994548,2007-11-29 19:00:00,0.938,"Q10",140400,61200,61200,75600s (~21 hours),36000s (~10 hours),4.7204175,457200s (~5.29 days),1.170985,11.6763889313486,0.005775,0.014965,0.0374225,0.6717025,11.2321175,58.3205175,252000,1196146800,1196398800,252000,NA,FALSE,FALSE,FALSE
"119",119,119,119,NA,2007-11-29 20:00:00,2007-12-01 17:00:00,162000s (~1.88 days),2033847.50739582,559965.528825578,1473881.97857024,2007-11-29 20:00:00,1,0.254923043478261,3.19962,2007-11-30 16:00:00,2.931615,27000s (~7.5 hours),0.366451875,3.19962,2007-11-30 16:00:00,2007-11-30 16:00:00,2.931615,111600s (~1.29 days),2007-11-30 16:00:00,2007-12-01 17:00:00,90000s (~1.04 days),1552567.50564571,337810.013068719,1214757.49257699,1,104.675000380637,2007-12-01 10:00:00,0.982,"Q5",72000,64800,64800,64800s (~18 hours),25200s (~7 hours),2.931615,-39600s (~-11 hours),0.144015,42.8555557113941,0.009945,3.9505575,4.6305075,4.748475,15.2720325,62.976295,162000,1196366400,1196528400,162000,NA,FALSE,FALSE,FALSE
"120",120,120,120,NA,2007-12-01 08:00:00,2007-12-03 12:00:00,187200s (~2.17 days),2893657.5105224,1001502.99354239,1892154.51698001,2007-12-01 08:00:00,1,0.0286411320754717,0.46934,2007-12-03 06:00:00,0.379495,10800s (~3 hours),0.116767692307692,0.46934,2007-12-03 06:00:00,NA,0.379495,187200s (~2.17 days),2007-12-02 02:00:00,2007-12-03 12:00:00,122400s (~1.42 days),2055282.50747376,726325.447952817,1328957.05952095,1,101.841667037,2007-12-02 22:00:00,0.981,"Q5",64800,-28800,-28800,72000s (~20 hours),50400s (~14 hours),0,-39600s (~-11 hours),0,74.7097224938942,0.33114,2.745205,2.9412675,7.6462575,18.203345,65.4404175,187200,1196496000,1196683200,187200,NA,FALSE,FALSE,FALSE
"121",121,121,121,NA,2007-12-03 00:00:00,2007-12-06 05:00:00,277200s (~3.21 days),2830245.01029181,1761414.28275406,1068830.72753775,2007-12-03 00:00:00,2,0.176073717948718,3.15307,2007-12-05 04:00:00,3.4334375,57600s (~16 hours),0.20232,3.15307,2007-12-05 04:00:00,2007-12-05 03:00:00,3.13596,219600s (~2.54 days),2007-12-05 06:00:00,2007-12-06 05:00:00,82800s (~23 hours),1107122.5040259,559047.083950971,548075.420074934,1,75.2111113846064,2007-12-05 21:00:00,0.955,"Q5",194400,61200,61200,54000s (~15 hours),28800s (~8 hours),3.1463825,-50400s (~-14 hours),0.379495,61.0361113330609,0.1035625,0.1035625,0.2062425,6.7127075,18.2668575,65.5384325,277200,1196640000,1196917200,277200,NA,FALSE,FALSE,FALSE
"122",122,122,122,NA,2007-12-05 21:00:00,2007-12-07 17:00:00,158400s (~1.83 days),2634222.509579,1140847.0009131,1493375.5086659,2007-12-05 21:00:00,2,0.404453555555556,2.76662,2007-12-06 07:00:00,4.5501025,35100s (~9.75 hours),0.590141538461538,2.76662,2007-12-06 07:00:00,2007-12-06 08:00:00,3.83592,90000s (~1.04 days),2007-12-06 07:00:00,2007-12-07 17:00:00,122400s (~1.42 days),2194562.50798024,904367.191654496,1290195.31632574,1,120.494444882607,2007-12-07 03:00:00,0.989,"Q5",36000,72000,72000,72000s (~20 hours),50400s (~14 hours),3.8535225,-36000s (~-10 hours),0.7899625,55.5194446463336,0.2145475,2.2877375,2.6085775,3.1463825,20.4371675,67.84236,158400,1196888400,1197046800,158400,NA,FALSE,FALSE,FALSE
"123",123,123,123,NA,2007-12-07 06:00:00,2007-12-11 09:00:00,356400s (~4.12 days),6491542.52360564,2424016.20618525,4067526.31742038,2007-12-07 06:00:00,2,0.4273541,4.44941,2007-12-08 08:00:00,10.6838525,72900s (~20.25 hours),0.554742337662338,4.44941,2007-12-08 08:00:00,2007-12-08 23:00:00,10.67879,273600s (~3.17 days),2007-12-08 07:00:00,2007-12-11 09:00:00,266400s (~3.08 days),5580760.0202937,1828197.93102669,3752562.08926701,2,174.08888952194,2007-12-09 03:00:00,0.997,"Q5",90000,68400,68400,72000s (~20 hours),194400s (~2.25 days),5.7101425,-46800s (~-13 hours),0.7615825,51.087500185773,0.3051925,3.56435,4.2860875,6.766765,24.1509825,71.69367,356400,1197007200,1197363600,356400,NA,FALSE,FALSE,FALSE
"124",124,124,124,NA,2007-12-24 17:00:00,2007-12-26 20:00:00,183600s (~2.12 days),2008235.00730268,857823.221188503,1150411.78611418,2007-12-24 17:00:00,2,0.287789423076923,3.33,2007-12-24 22:00:00,3.7412625,25200s (~7 hours),0.660222272727273,3.33,2007-12-24 22:00:00,2007-12-24 22:00:00,3.6312225,75600s (~21 hours),2007-12-24 22:00:00,2007-12-26 20:00:00,165600s (~1.92 days),1928840.00701397,778428.220899793,1150411.78611418,1,95.5750003475459,2007-12-25 16:00:00,0.976,"Q5",18000,64800,64800,64800s (~18 hours),100800s (~1.17 days),3.6312225,1144800s (~1.89 weeks),0.069245,20.375000074091,0.0014625,0.0014625,0.0019075,0.06934,16.9160125,59.4531725,183600,1198515600,1198699200,183600,NA,FALSE,FALSE,FALSE
"125",125,125,125,NA,2007-12-27 17:00:00,2007-12-30 11:00:00,237600s (~2.75 days),2931020.01065827,1187440.86727175,1743579.14338651,2007-12-27 17:00:00,1,0.260661940298507,2.23,2007-12-28 13:00:00,4.3660875,48600s (~13.5 hours),0.260661940298507,2.23,2007-12-28 13:00:00,2007-12-28 15:00:00,4.3660875,237600s (~2.75 days),2007-12-28 10:00:00,2007-12-30 11:00:00,176400s (~2.04 days),2642700.00960983,899120.866223317,1743579.14338651,1,115.377778197334,2007-12-29 08:00:00,0.987,"Q5",61200,68400,68400,79200s (~22 hours),97200s (~1.12 days),3.8011075,68400s (~19 hours),0.062315,19.1458334029546,0.01333,0.06589,0.17593,3.8075775,13.8646825,63.2588,237600,1198774800,1199012400,237600,NA,FALSE,FALSE,FALSE
"126",126,126,126,NA,2008-01-03 03:00:00,2008-01-06 12:00:00,291600s (~3.38 days),2729845.00992672,1463616.30104629,1266228.70888043,2008-01-03 03:00:00,1,0.000669756097560976,0.0348,2008-01-03 06:00:00,0.01373,7200s (~2 hours),0.00914,0.0348,2008-01-03 06:00:00,2008-01-03 06:00:00,0.01371,18000s (~5 hours),2008-01-04 17:00:00,2008-01-06 12:00:00,154800s (~1.79 days),2065720.00751172,801232.462958551,1264487.54455317,1,100.213889253303,2008-01-05 15:00:00,0.98,"Q5",136800,205200,205200,79200s (~22 hours),75600s (~21 hours),0.01373,309600s (~3.58 days),0.19357,21.4000000778183,0.0001075,0.0001075,0.0744225,0.222835,8.432575,67.7544775,291600,1199329200,1199620800,291600,NA,FALSE,FALSE,FALSE
"127",127,127,127,NA,2008-01-07 23:00:00,2008-01-10 05:00:00,194400s (~2.25 days),1799567.50654389,1136860.04056219,662707.4659817,2008-01-07 23:00:00,2,0.136466545454545,2.4,2008-01-08 19:00:00,1.876415,34200s (~9.5 hours),0.191987179487179,2.4,2008-01-08 19:00:00,2008-01-08 19:00:00,1.871875,136800s (~1.58 days),2008-01-08 22:00:00,2008-01-10 05:00:00,111600s (~1.29 days),1297340.00471761,673371.914990965,623968.08972664,1,64.3277780116972,2008-01-09 12:00:00,0.939,"Q10",82800,61200,61200,50400s (~14 hours),61200s (~17 hours),1.8016575,118800s (~1.38 days),0,26.1194445394244,1.25e-05,1.25e-05,1.25e-05,3.25e-05,8.44546,67.714915,194400,1199746800,1199941200,194400,NA,FALSE,FALSE,FALSE
"128",128,128,128,NA,2008-01-09 19:00:00,2008-01-12 12:00:00,234000s (~2.71 days),3123440.01135798,1702685.17779972,1420754.83355826,2008-01-09 19:00:00,2,0.279762424242424,3.62455,2008-01-11 07:00:00,4.61608,36000s (~10 hours),0.180019285714286,2.79383,2008-01-10 10:00:00,2008-01-10 10:00:00,1.260135,97200s (~1.12 days),2008-01-10 14:00:00,2008-01-12 12:00:00,165600s (~1.92 days),2519512.50916187,1279803.34598055,1239709.16318133,2,99.2083336940913,2008-01-12 01:00:00,0.979,"Q5",68400,64800,140400,126000s (~1.46 days),39600s (~11 hours),4.61608,-43200s (~-12 hours),0.0115575,37.6444445813335,0.124935,1.74434,1.872195,1.872195,10.3174625,69.587035,234000,1199905200,1200139200,234000,NA,FALSE,FALSE,FALSE
"129",129,129,129,NA,2008-01-13 14:00:00,2008-01-14 18:00:00,100800s (~1.17 days),1926400.0070051,1025614.10039906,900785.906606043,2008-01-13 14:00:00,1,0.408235172413793,2.6142,2008-01-13 18:00:00,2.959705,22500s (~6.25 hours),0.408235172413793,2.6142,2008-01-13 18:00:00,NA,2.959705,100800s (~1.17 days),2008-01-13 18:00:00,2008-01-14 18:00:00,86400s (~1 days),1755725.00638446,892809.805837772,862915.20054669,1,108.91388928494,2008-01-14 07:00:00,0.984,"Q5",14400,46800,46800,46800s (~13 hours),39600s (~11 hours),2.81279,86400s (~1 days),0,40.7305557036668,0.5296825,0.5296825,0.7912275,5.1457625,15.3946025,74.7101325,100800,1200232800,1200333600,100800,NA,FALSE,FALSE,FALSE
"130",130,130,130,NA,2008-01-14 08:00:00,2008-01-17 12:00:00,273600s (~3.17 days),7051045.02564019,2751095.94314623,4299949.08249396,2008-01-14 08:00:00,1,0.437353116883117,5.49079,2008-01-15 16:00:00,8.4190475,57600s (~16 hours),0.437353116883117,5.49079,2008-01-15 16:00:00,2008-01-15 05:00:00,8.4190475,273600s (~3.17 days),2008-01-15 01:00:00,2008-01-17 12:00:00,212400s (~2.46 days),6005887.52183962,2110579.89610365,3895307.62573596,2,216.891667455365,2008-01-15 18:00:00,0.999,"Q5",61200,7200,7200,61200s (~17 hours),151200s (~1.75 days),6.71803,-43200s (~-12 hours),0.2198025,82.7555558564852,0.500945,2.8258125,2.8258125,7.42822,14.0602275,77.0062625,273600,1200297600,1200571200,273600,NA,FALSE,FALSE,FALSE
"131",131,131,131,NA,2008-01-29 17:00:00,2008-02-02 10:00:00,320400s (~3.71 days),3224602.51172584,1939905.20144786,1284697.31027798,2008-01-29 17:00:00,2,0.18973,1.53467,2008-02-01 12:00:00,4.268925,60300s (~16.75 hours),0.440647,1.09,2008-01-29 23:00:00,2008-01-29 21:00:00,1.1016175,32400s (~9 hours),2008-01-30 03:00:00,2008-02-02 10:00:00,284400s (~3.29 days),3012982.51095631,1733883.94506304,1279098.56589328,1,94.494444788061,2008-02-01 00:00:00,0.975,"Q5",36000,-43200,176400,162000s (~1.88 days),122400s (~1.42 days),3.509665,1047600s (~1.73 weeks),2.961115,29.931944553288,0.00189,0.002075,0.0029275,0.0030125,18.81083,77.9645175,320400,1201626000,1201946400,320400,NA,FALSE,FALSE,FALSE
