"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"331",331,331,331,NA,2012-12-24 00:00:00,2012-12-25 08:00:00,115200s (~1.33 days),3293607.51197677,2127082.95896321,1166524.55301355,2012-12-24 00:00:00,2,0.638328484848485,2.26072,2012-12-24 05:00:00,5.26621,24300s (~6.75 hours),0.855637777777778,2.26072,2012-12-24 05:00:00,2012-12-24 07:00:00,3.85037,61200s (~17 hours),2012-12-24 07:00:00,2012-12-25 08:00:00,90000s (~1.04 days),2903422.51055791,1741952.02129202,1161470.48926589,1,161.922222811031,2012-12-24 22:00:00,0.996,"Q5",25200,61200,61200,54000s (~15 hours),36000s (~10 hours),3.851085,7200s (~2 hours),0,66.3666669080003,0.0046,0.417255,10.675645,21.56582,39.300775,171.97908,115200,1356307200,1356422400,115200,NA,FALSE,FALSE,FALSE
"332",332,332,332,NA,2012-12-25 00:00:00,2012-12-26 11:00:00,126000s (~1.46 days),3545867.51289408,2616869.3758947,928998.13699938,2012-12-25 00:00:00,1,0.3499125,1.92135,2012-12-25 07:00:00,3.1492125,28800s (~8 hours),0.3499125,1.92135,2012-12-25 07:00:00,2012-12-25 22:00:00,3.1492125,126000s (~1.46 days),2012-12-25 14:00:00,2012-12-26 11:00:00,75600s (~21 hours),2096605.00762403,1611631.95900266,484973.048621373,1,126.386111570698,2012-12-25 22:00:00,0.991,"Q5",50400,54000,54000,28800s (~8 hours),46800s (~13 hours),2.55075,-36000s (~-10 hours),1.486265,134.530556044758,0.81593,3.8596475,4.2724575,16.7213125,41.368465,175.8317625,126000,1356393600,1356519600,126000,NA,FALSE,FALSE,FALSE
"333",333,333,333,NA,2012-12-26 00:00:00,2012-12-27 10:00:00,122400s (~1.42 days),3124145.01136054,2451728.40984519,672416.601515353,2012-12-26 00:00:00,1,0.27932,1.8142,2012-12-26 12:00:00,2.44405,23400s (~6.5 hours),0.27932,1.8142,2012-12-26 12:00:00,NA,2.44405,122400s (~1.42 days),2012-12-26 16:00:00,2012-12-27 10:00:00,64800s (~18 hours),1610192.50585525,1305652.24352915,304540.262326098,0,110.161111511697,2012-12-26 17:00:00,0.985,"Q5",57600,18000,18000,3600s (~1 hours),61200s (~17 hours),1.41691,-46800s (~-13 hours),1.0520125,104.23194482347,1.0019775,2.5734525,6.4245375,17.0957375,43.4536775,174.148315,122400,1356480000,1356602400,122400,NA,FALSE,TRUE,FALSE
"334",334,334,334,NA,2012-12-27 20:00:00,2012-12-29 01:00:00,104400s (~1.21 days),2379215.0086517,2027500.21857323,351714.790078474,2012-12-27 20:00:00,1,0.274385666666667,1.8197,2012-12-27 22:00:00,2.0578925,23400s (~6.5 hours),0.274385666666667,1.8197,2012-12-27 22:00:00,NA,2.0578925,104400s (~1.21 days),2012-12-28 08:00:00,2012-12-29 01:00:00,61200s (~17 hours),1499457.50545258,1209486.03021093,289971.47524165,0,110.272222623213,2012-12-28 17:00:00,0.985,"Q5",43200,68400,68400,32400s (~9 hours),28800s (~8 hours),1.9738775,28800s (~8 hours),0.02746,75.6000002749094,0.290715,1.05487,3.10986,8.8961775,43.9357025,173.3799125,104400,1356638400,1356742800,104400,NA,FALSE,TRUE,FALSE
"335",335,335,335,NA,2012-12-28 18:00:00,2012-12-31 04:00:00,208800s (~2.42 days),6144335.02234306,3672802.74573834,2471532.27660472,2012-12-28 18:00:00,1,0.47193220338983,3.77355,2012-12-29 07:00:00,6.961,50400s (~14 hours),0.47193220338983,3.77355,2012-12-29 07:00:00,2012-12-29 11:00:00,6.961,208800s (~2.42 days),2012-12-29 08:00:00,2012-12-31 04:00:00,158400s (~1.83 days),5101162.5185497,2769954.38666993,2331208.13187977,1,214.386111890698,2012-12-30 00:00:00,0.999,"Q5",50400,61200,61200,57600s (~16 hours),100800s (~1.17 days),5.7503,-32400s (~-9 hours),0.1333325,92.5750003366368,0.1414,1.973905,3.028505,7.0194425,45.8850775,174.44557,208800,1356717600,1356926400,208800,NA,FALSE,FALSE,FALSE
"336",336,336,336,NA,2012-12-30 00:00:00,2013-01-01 20:00:00,244800s (~2.83 days),6368647.52315874,3614733.086448,2753914.43671074,2012-12-30 00:00:00,1,0.236696666666667,3.23269,2012-12-31 09:00:00,4.0830175,50400s (~14 hours),0.263364677419355,3.23269,2012-12-31 09:00:00,NA,4.0821525,406800s (~4.71 days),2012-12-31 11:00:00,2013-01-01 20:00:00,118800s (~1.38 days),2821472.51025991,1580442.39573422,1241030.11452569,1,132.516667148546,2013-01-01 05:00:00,0.992,"Q5",126000,72000,72000,64800s (~18 hours),54000s (~15 hours),4.0283225,-108000s (~-1.25 days),1.47892,103.294444820061,1.6629925,5.735735,6.831465,10.1956875,51.374215,180.19314,244800,1356825600,1357070400,244800,NA,FALSE,FALSE,FALSE
"337",337,337,337,NA,2013-01-01 22:00:00,2013-01-04 09:00:00,212400s (~2.46 days),3447077.51253484,2423346.1673489,1023731.34518594,2013-01-01 22:00:00,1,0.0110761666666667,0.10688,2013-01-02 15:00:00,0.1661425,18900s (~5.25 hours),0.0265828,0.10688,2013-01-02 15:00:00,2013-01-02 13:00:00,0.1661425,86400s (~1 days),2013-01-02 14:00:00,2013-01-04 09:00:00,154800s (~1.79 days),2731967.50993444,1720033.79276484,1011933.7171696,1,91.8527781117883,2013-01-03 08:00:00,0.973,"Q5",57600,61200,61200,64800s (~18 hours),90000s (~1.04 days),0.1661425,NA,0,49.894444625879,0.0434425,0.09005,2.88809,9.7711725,55.3854775,184.1391075,212400,1357077600,1357290000,212400,NA,FALSE,FALSE,FALSE
"338",338,338,338,NA,2013-01-10 09:00:00,2013-01-11 16:00:00,111600s (~1.29 days),1704262.50619733,997651.103752033,706611.402445293,2013-01-10 09:00:00,3,0.2764178125,2.99,2013-01-10 13:00:00,2.2113425,16200s (~4.5 hours),0.857008,2.99,2013-01-10 13:00:00,2013-01-10 13:00:00,2.14252,32400s (~9 hours),2013-01-10 12:00:00,2013-01-11 16:00:00,100800s (~1.17 days),1611575.00586028,905399.504084586,706175.501775694,1,83.4750003035458,2013-01-11 06:00:00,0.965,"Q5",10800,61200,61200,64800s (~18 hours),36000s (~10 hours),2.197305,511200s (~5.92 days),0.2945025,40.702777925788,3.5e-05,3.5e-05,0.2781375,0.2944025,33.9703475,183.380685,111600,1357808400,1357920000,111600,NA,FALSE,FALSE,FALSE
"339",339,339,339,NA,2013-01-13 18:00:00,2013-01-16 08:00:00,223200s (~2.58 days),2888762.5105046,1795228.85120271,1093533.6593019,2013-01-13 18:00:00,2,0.176056507936508,1.66,2013-01-14 09:00:00,2.77289,45900s (~12.75 hours),0.235771063829787,1.66,2013-01-14 09:00:00,2013-01-14 09:00:00,2.77031,165600s (~1.92 days),2013-01-14 04:00:00,2013-01-16 08:00:00,187200s (~2.17 days),2598277.50944829,1507240.36231415,1091037.14713414,1,93.2194447834246,2013-01-14 22:00:00,0.974,"Q5",36000,46800,46800,64800s (~18 hours),122400s (~1.42 days),2.31148,172800s (~2 days),1.2491925,41.8944445967881,0.0001275,0.070545,1.2479375,3.4606625,20.7221625,186.42029,223200,1358100000,1358323200,223200,NA,FALSE,FALSE,FALSE
"340",340,340,340,NA,2013-01-17 23:00:00,2013-01-20 03:00:00,187200s (~2.17 days),2577715.00937352,1393597.44852387,1184117.56084965,2013-01-17 23:00:00,1,0.310457735849057,2.34,2013-01-18 02:00:00,4.113565,27000s (~7.5 hours),0.548475333333333,2.34,2013-01-18 02:00:00,2013-01-18 05:00:00,4.113565,104400s (~1.21 days),2013-01-18 03:00:00,2013-01-20 03:00:00,172800s (~2 days),2470125.00898228,1288614.48733031,1181510.52165198,1,89.016666990364,2013-01-18 19:00:00,0.97,"Q5",14400,61200,61200,57600s (~16 hours),115200s (~1.33 days),3.610905,133200s (~1.54 days),1.0541875,29.8111112195152,0.1211,1.1014,1.1140175,3.7647225,17.5730625,189.376585,187200,1358463600,1358650800,187200,NA,FALSE,FALSE,FALSE
"341",341,341,341,NA,2013-01-21 22:00:00,2013-01-24 02:00:00,187200s (~2.17 days),2148567.50781298,1345854.99508672,802712.512726265,2013-01-21 22:00:00,2,0.225539811320755,2.15,2013-01-22 13:00:00,2.9884025,18900s (~5.25 hours),0.556925,1.86,2013-01-22 00:00:00,2013-01-21 23:00:00,0.556925,10800s (~3 hours),2013-01-22 04:00:00,2013-01-24 02:00:00,165600s (~1.92 days),1988917.50723244,1194270.99593484,794646.511297591,1,77.305555836667,2013-01-23 07:00:00,0.958,"Q5",21600,64800,111600,97200s (~1.12 days),68400s (~19 hours),2.986985,147600s (~1.71 days),0.001905,28.6680556598032,0.00508,0.00508,0.00508,4.118645,11.8669025,188.41885,187200,1358805600,1358992800,187200,NA,FALSE,FALSE,FALSE
"342",342,342,342,NA,2013-01-25 09:00:00,2013-01-26 22:00:00,133200s (~1.54 days),2288522.50832191,949279.588268255,1339242.92005365,2013-01-25 09:00:00,3,0.487590526315789,4.56,2013-01-25 20:00:00,4.63211,22500s (~6.25 hours),0.639261111111111,4.56,2013-01-25 20:00:00,2013-01-25 20:00:00,2.876675,61200s (~17 hours),2013-01-25 18:00:00,2013-01-26 22:00:00,100800s (~1.17 days),2064325.00750664,728654.160454708,1335670.84705194,1,140.855556067758,2013-01-26 15:00:00,0.994,"Q5",32400,68400,68400,75600s (~21 hours),25200s (~7 hours),2.87717,104400s (~1.21 days),5e-06,27.4833334332729,0.04425,0.044255,0.0456725,3.0345625,14.7302425,175.821865,133200,1359104400,1359237600,133200,NA,FALSE,FALSE,FALSE
"343",343,343,343,NA,2013-01-26 16:00:00,2013-01-28 03:00:00,126000s (~1.46 days),2583537.50939469,1119455.16208983,1464082.34730486,2013-01-26 16:00:00,1,0.520374722222222,3.43873,2013-01-27 03:00:00,4.6833725,24300s (~6.75 hours),0.520374722222222,3.43873,2013-01-27 03:00:00,NA,4.6833725,126000s (~1.46 days),2013-01-27 02:00:00,2013-01-28 03:00:00,90000s (~1.04 days),1998722.50726809,854133.179325381,1144589.32794271,1,118.555555986667,2013-01-27 15:00:00,0.988,"Q5",36000,43200,43200,46800s (~13 hours),43200s (~12 hours),4.1841125,-28800s (~-8 hours),1.8182675,76.7222225012124,0.060705,2.49298,2.93738,3.7316175,17.6232275,177.638375,126000,1359216000,1359342000,126000,NA,FALSE,FALSE,FALSE
"344",344,344,344,NA,2013-01-27 15:00:00,2013-01-31 02:00:00,298800s (~3.46 days),6831485.02484179,3305965.56604821,3525519.45879358,2013-01-27 15:00:00,1,0.37695880952381,2.95393,2013-01-30 00:00:00,7.916135,52200s (~14.5 hours),0.479721212121212,2.95393,2013-01-30 00:00:00,2013-01-29 00:00:00,7.9154,316800s (~3.67 days),2013-01-29 01:00:00,2013-01-31 02:00:00,176400s (~2.04 days),4841955.01760713,2038688.76759746,2803266.25000967,1,158.250000575455,2013-01-30 13:00:00,0.996,"Q5",122400,46800,46800,129600s (~1.5 days),46800s (~13 hours),7.9154675,-50400s (~-14 hours),0.6240125,95.4972225694853,1.340295,4.1841125,6.6168825,7.0612875,21.730875,181.55179,298800,1359298800,1359597600,298800,NA,FALSE,FALSE,FALSE
"345",345,345,345,NA,2013-01-31 23:00:00,2013-02-02 08:00:00,118800s (~1.38 days),1936130.00704048,1077374.97149658,858755.035543905,2013-01-31 23:00:00,1,0.329369705882353,2.38044,2013-02-01 02:00:00,2.7996425,27000s (~7.5 hours),0.329369705882353,2.38044,2013-02-01 02:00:00,2013-02-01 02:00:00,2.7996425,118800s (~1.38 days),2013-02-01 05:00:00,2013-02-02 08:00:00,97200s (~1.12 days),1670392.50607416,868758.610399983,801633.895674179,1,93.8277781189701,2013-02-01 20:00:00,0.975,"Q5",21600,64800,64800,54000s (~15 hours),43200s (~12 hours),2.58894,68400s (~19 hours),1.0541225,42.7638890443941,0.06129,1.1154125,4.074585,8.6550175,27.9665325,180.17818,118800,1359673200,1359792000,118800,NA,FALSE,FALSE,FALSE
"346",346,346,346,NA,2013-02-03 04:00:00,2013-02-04 13:00:00,118800s (~1.38 days),1778005.00646548,1013742.85820357,764262.148261908,2013-02-03 04:00:00,2,0.138079117647059,1.22969,2013-02-03 05:00:00,1.1736725,19800s (~5.5 hours),0.2317075,1.22969,2013-02-03 05:00:00,2013-02-03 07:00:00,1.1585375,68400s (~19 hours),2013-02-03 07:00:00,2013-02-04 13:00:00,108000s (~1.25 days),1691862.50615223,927600.357890326,764262.148261908,1,85.0250003091822,2013-02-04 01:00:00,0.967,"Q5",10800,72000,72000,64800s (~18 hours),43200s (~12 hours),1.1585375,64800s (~18 hours),0.018635,33.2638890098486,0.016095,0.1452325,1.0607625,4.4939175,28.94078,175.417855,118800,1359864000,1359982800,118800,NA,FALSE,FALSE,FALSE
"347",347,347,347,NA,2013-02-07 14:00:00,2013-02-09 10:00:00,158400s (~1.83 days),2715845.00987581,1275651.57201104,1440193.43786477,2013-02-07 14:00:00,2,0.315961555555556,2.34,2013-02-07 16:00:00,3.5545675,27900s (~7.75 hours),0.5454116,2.34,2013-02-07 16:00:00,2013-02-07 17:00:00,3.4088225,86400s (~1 days),2013-02-07 16:00:00,2013-02-09 10:00:00,151200s (~1.75 days),2661467.50967807,1221410.01259026,1440057.49708782,1,112.530555964758,2013-02-08 11:00:00,0.986,"Q5",7200,68400,68400,68400s (~19 hours),82800s (~23 hours),3.2689325,255600s (~2.96 days),2.3775275,38.6444445849698,0.17296,0.3963175,1.107785,2.6267475,27.1951825,175.8379325,158400,1360245600,1360404000,158400,NA,FALSE,FALSE,FALSE
"348",348,348,348,NA,2013-02-08 23:00:00,2013-02-12 01:00:00,266400s (~3.08 days),4721780.01717013,2106252.42412952,2615527.59304061,2013-02-08 23:00:00,2,0.306170133333333,3.94144,2013-02-10 14:00:00,5.74069,48600s (~13.5 hours),0.456167142857143,3.94144,2013-02-10 14:00:00,2013-02-10 09:00:00,5.5880475,172800s (~2 days),2013-02-10 04:00:00,2013-02-12 01:00:00,162000s (~1.88 days),3720177.51352793,1305150.12608813,2415027.3874398,1,178.994445095334,2013-02-10 23:00:00,0.998,"Q5",104400,32400,32400,68400s (~19 hours),93600s (~1.08 days),5.5880475,-46800s (~-13 hours),0.1458175,49.4166668463639,0.1809875,0.9214,3.42973,5.6466425,28.68653,172.6519025,266400,1360364400,1360630800,266400,NA,FALSE,FALSE,FALSE
"349",349,349,349,NA,2013-02-12 20:00:00,2013-02-19 12:00:00,576000s (~6.67 days),6513545.02368565,4220146.53355007,2293398.49013558,2013-02-12 20:00:00,3,0.0999237267080745,4.54,2013-02-13 08:00:00,4.02193,31500s (~8.75 hours),0.459509428571429,4.54,2013-02-13 08:00:00,2013-02-14 00:00:00,4.0207075,122400s (~1.42 days),2013-02-13 08:00:00,2013-02-19 12:00:00,532800s (~6.17 days),6181015.02247645,3887616.53234087,2293398.49013558,1,148.502778317789,2013-02-14 14:00:00,0.995,"Q5",43200,108000,108000,108000s (~1.25 days),424800s (~4.92 days),4.021175,61200s (~17 hours),6.5e-05,31.5638890036668,0.0068175,0.0327925,0.17121,5.7475075,31.4398025,168.2153325,576000,1360699200,1361275200,576000,NA,FALSE,FALSE,FALSE
"350",350,350,350,NA,2013-03-14 23:00:00,2013-03-18 14:00:00,313200s (~3.62 days),2824545.01027108,1353906.50113861,1470638.50913247,2013-03-14 23:00:00,3,0.384102727272727,3.28036,2013-03-16 11:00:00,8.45026,56700s (~15.75 hours),0.737919555555556,3.28036,2013-03-16 11:00:00,2013-03-15 22:00:00,8.301595,158400s (~1.83 days),2013-03-15 22:00:00,2013-03-18 14:00:00,230400s (~2.67 days),2486187.50904069,1015554.77757616,1470632.73146454,1,98.9583336931822,2013-03-16 19:00:00,0.979,"Q5",82800,28800,28800,75600s (~21 hours),154800s (~1.79 days),8.301595,2019600s (~3.34 weeks),4.61484,20.6736111862879,8.5e-05,0.1204525,0.5212625,0.987695,4.6146525,152.27112,313200,1363302000,1363615200,313200,NA,FALSE,FALSE,FALSE
"351",351,351,351,NA,2013-03-20 04:00:00,2013-03-24 03:00:00,342000s (~3.96 days),3731882.5135705,1599741.7357256,2132140.7778449,2013-03-20 04:00:00,1,0.4147459375,2.98,2013-03-21 09:00:00,9.9539025,56700s (~15.75 hours),0.577037391304348,2.98,2013-03-21 09:00:00,2013-03-21 23:00:00,9.953895,244800s (~2.83 days),2013-03-21 09:00:00,2013-03-24 03:00:00,237600s (~2.75 days),3271470.01189627,1139722.10142833,2131747.91046794,1,97.9638892451216,2013-03-22 19:00:00,0.978,"Q5",104400,122400,122400,122400s (~1.42 days),115200s (~1.33 days),9.93911,129600s (~1.5 days),0.132705,18.1222222881213,0.147905,0.190955,0.197935,2.5463075,13.1902125,158.4723525,342000,1363752000,1364094000,342000,NA,FALSE,FALSE,FALSE
"352",352,352,352,NA,2013-05-13 23:00:00,2013-05-16 00:00:00,176400s (~2.04 days),1155917.50420334,446649.767294813,709267.736908528,2013-05-13 23:00:00,1,0.7029502,5.23,2013-05-14 21:00:00,8.7868775,40500s (~11.25 hours),0.7029502,5.23,2013-05-14 21:00:00,2013-05-14 21:00:00,8.7868775,176400s (~2.04 days),2013-05-14 22:00:00,2013-05-16 00:00:00,93600s (~1.08 days),952372.503463177,243104.766554649,709267.736908528,1,62.7083335613639,2013-05-15 12:00:00,0.936,"Q10",82800,54000,54000,50400s (~14 hours),43200s (~12 hours),8.7626625,4384800s (~7.25 weeks),18.3202275,13.2277778258788,0.51024,0.5161475,0.9386675,3.629545,7.3038125,87.73827,176400,1368486000,1368662400,176400,NA,FALSE,FALSE,FALSE
"353",353,353,353,NA,2013-09-15 03:00:00,2013-09-19 08:00:00,363600s (~4.21 days),860530.003129204,469604.892713329,390925.110415874,2013-09-15 03:00:00,2,0.24427137254902,3.04,2013-09-15 15:00:00,6.22892,80100s (~22.25 hours),0.378808709677419,3.04,2013-09-15 15:00:00,2013-09-16 07:00:00,5.871535,219600s (~2.54 days),2013-09-15 15:00:00,2013-09-19 08:00:00,320400s (~3.71 days),808267.502939158,417342.392523284,390925.110415874,0,28.1638889913031,2013-09-18 02:00:00,0.777,"Q25",43200,212400,212400,212400s (~2.46 days),108000s (~1.25 days),5.91645,10544400s (~17.43 weeks),68.738885,6.64444446860609,4e-05,0.011835,2.4792325,2.7884025,10.7228675,64.601205,363600,1379214000,1379577600,363600,NA,FALSE,TRUE,FALSE
"354",354,354,354,NA,2013-10-01 07:00:00,2013-10-05 00:00:00,320400s (~3.71 days),2090400.00760146,465179.722089654,1625220.28551181,2013-10-01 07:00:00,4,0.415501444444444,6.53,2013-10-03 11:00:00,9.3487825,56700s (~15.75 hours),0.490148035714286,6.53,2013-10-03 11:00:00,2013-10-02 23:00:00,6.8620725,198000s (~2.29 days),2013-10-02 04:00:00,2013-10-05 00:00:00,244800s (~2.83 days),1996952.50726165,371732.221749845,1625220.28551181,1,77.0000002800003,2013-10-04 08:00:00,0.958,"Q5",75600,75600,75600,187200s (~2.17 days),57600s (~16 hours),9.31473,1026000s (~1.7 weeks),3.73419,5.08055557403032,0.004125,0.0041775,0.0043,2.75647,12.75339,69.2299075,320400,1380610800,1380931200,320400,NA,FALSE,FALSE,FALSE
"355",355,355,355,NA,2013-10-16 02:00:00,2013-10-17 11:00:00,118800s (~1.38 days),620315.002255693,219971.295254335,400343.707001359,2013-10-16 02:00:00,2,0.378882058823529,3.62,2013-10-16 05:00:00,3.2204975,16200s (~4.5 hours),1.26661111111111,3.62,2013-10-16 05:00:00,2013-10-16 04:00:00,2.849875,28800s (~8 hours),2013-10-16 04:00:00,2013-10-17 11:00:00,111600s (~1.29 days),607777.502210103,207433.795208744,400343.707001359,1,37.4388890250305,2013-10-16 18:00:00,0.849,"Q20",7200,46800,46800,50400s (~14 hours),61200s (~17 hours),2.849875,950400s (~1.57 weeks),3.4321875,6.87777780278791,0.05275,0.05275,0.756065,2.96028,15.825535,72.997445,118800,1381888800,1382007600,118800,NA,FALSE,FALSE,FALSE
"356",356,356,356,NA,2013-10-19 10:00:00,2013-10-24 05:00:00,414000s (~4.79 days),2392327.50869938,974882.58255482,1417444.92614456,2013-10-19 10:00:00,1,0.414270603448276,4.38561,2013-10-23 00:00:00,12.0138475,76500s (~21.25 hours),0.505692842105263,4.38561,2013-10-23 00:00:00,2013-10-21 19:00:00,12.010205,338400s (~3.92 days),2013-10-21 05:00:00,2013-10-24 05:00:00,259200s (~3 days),1983807.50721385,681329.84520844,1302477.66200541,2,48.3111112867881,2013-10-23 17:00:00,0.896,"Q15",154800,61200,61200,216000s (~2.5 days),43200s (~12 hours),12.0138475,162000s (~1.88 days),2.379855,7.4097222491667,0.06153,1.0800975,2.40428,5.6077775,18.38903,77.780245,414000,1382176800,1382590800,414000,NA,FALSE,FALSE,FALSE
"357",357,357,357,NA,2013-10-24 13:00:00,2013-10-26 02:00:00,133200s (~1.54 days),1023787.50372287,351000.520198025,672786.983524843,2013-10-24 13:00:00,1,0.509609736842105,3.79461,2013-10-25 01:00:00,4.8412925,29700s (~8.25 hours),0.523382972972973,3.79461,2013-10-25 01:00:00,2013-10-24 23:00:00,4.8412925,129600s (~1.5 days),2013-10-24 22:00:00,2013-10-26 02:00:00,100800s (~1.17 days),948372.503448631,275585.519923788,672786.983524843,1,61.5194446681518,2013-10-25 14:00:00,0.933,"Q10",32400,46800,46800,57600s (~16 hours),43200s (~12 hours),4.7269575,21600s (~6 hours),0,9.29444447824246,0.010485,0.01381,2.5174775,9.5738925,21.0909,88.606835,133200,1382619600,1382752800,133200,NA,FALSE,FALSE,FALSE
"358",358,358,358,NA,2013-10-26 12:00:00,2013-10-29 19:00:00,284400s (~3.29 days),4381525.01593284,1162215.74543994,3219309.27049289,2013-10-26 12:00:00,2,0.64742475,4.80702,2013-10-27 23:00:00,12.948495,63900s (~17.75 hours),0.622107777777778,2.1183,2013-10-26 18:00:00,2013-10-26 18:00:00,1.3997425,28800s (~8 hours),2013-10-27 01:00:00,2013-10-29 19:00:00,237600s (~2.75 days),4159860.01512678,1012515.75587851,3147344.25924827,1,197.747222941304,2013-10-28 16:00:00,0.998,"Q5",46800,61200,165600,140400s (~1.62 days),97200s (~1.12 days),11.348455,28800s (~8 hours),0.02594,12.7138889351213,0.106335,0.39334,4.8674475,7.3873725,25.8010625,92.960315,284400,1382788800,1383073200,284400,NA,FALSE,FALSE,FALSE
"359",359,359,359,NA,2013-11-02 09:00:00,2013-11-04 20:00:00,212400s (~2.46 days),2847327.51035393,987453.443847274,1859874.06650666,2013-11-02 09:00:00,2,0.457955166666667,2.5011,2013-11-03 19:00:00,6.8693275,43200s (~12 hours),0.629028139534884,2.5011,2013-11-03 19:00:00,2013-11-03 06:00:00,6.7620525,151200s (~1.75 days),2013-11-03 12:00:00,2013-11-04 20:00:00,115200s (~1.33 days),2299317.50836116,574806.835737539,1724510.67262363,1,133.591667152455,2013-11-04 09:00:00,0.993,"Q5",97200,50400,50400,75600s (~21 hours),39600s (~11 hours),6.7620525,302400s (~3.5 days),2.57006,20.8722222981213,0.0379375,0.04063,1.761615,2.8620375,40.2464525,107.737755,212400,1383382800,1383595200,212400,NA,FALSE,FALSE,FALSE
"360",360,360,360,NA,2013-11-04 17:00:00,2013-11-06 07:00:00,136800s (~1.58 days),1334002.50485092,793246.989548407,540755.515302517,2013-11-04 17:00:00,1,0.237923333333333,2.05183,2013-11-05 07:00:00,2.3197525,30600s (~8.5 hours),0.237923333333333,2.05183,2013-11-05 07:00:00,2013-11-05 08:00:00,2.3197525,136800s (~1.58 days),2013-11-05 10:00:00,2013-11-06 07:00:00,75600s (~21 hours),846992.503079976,468393.886371699,378598.616708278,0,53.308333527182,2013-11-05 20:00:00,0.912,"Q10",61200,46800,46800,36000s (~10 hours),39600s (~11 hours),2.018045,-18000s (~-5 hours),0.1069225,56.3972224273032,0.002165,2.10719,6.1836375,8.115205,44.764205,114.286345,136800,1383584400,1383721200,136800,NA,FALSE,TRUE,FALSE
"361",361,361,361,NA,2013-11-05 19:00:00,2013-11-07 21:00:00,180000s (~2.08 days),2091242.50760453,1244292.48231999,846950.025284538,2013-11-05 19:00:00,2,0.181104705882353,1.62743,2013-11-06 21:00:00,2.309085,34200s (~9.5 hours),0.207442571428571,1.62743,2013-11-06 21:00:00,NA,1.8151225,216000s (~2.5 days),2013-11-06 11:00:00,2013-11-07 21:00:00,122400s (~1.42 days),1493820.00543208,886042.356899887,607777.648532193,0,63.7750002319094,2013-11-06 23:00:00,0.938,"Q10",57600,7200,7200,43200s (~12 hours),79200s (~22 hours),1.333155,-50400s (~-14 hours),0.3375225,44.1111112715153,0.7292025,1.9806525,3.18952,8.788085,43.928545,116.2995875,180000,1383678000,1383858000,180000,NA,FALSE,TRUE,FALSE
"362",362,362,362,NA,2013-11-07 11:00:00,2013-11-09 13:00:00,180000s (~2.08 days),2279087.5082876,1243227.69766054,1035859.81062706,2013-11-07 11:00:00,1,0.336376078431373,1.74419,2013-11-09 06:00:00,4.288795,43200s (~12 hours),0.336376078431373,1.74419,2013-11-09 06:00:00,2013-11-09 01:00:00,4.288795,180000s (~2.08 days),2013-11-08 07:00:00,2013-11-09 13:00:00,108000s (~1.25 days),1650772.50600282,778960.625420894,871811.880581922,1,85.3194447546973,2013-11-09 02:00:00,0.967,"Q5",72000,-14400,-14400,68400s (~19 hours),39600s (~11 hours),3.344105,-43200s (~-12 hours),0.5149775,43.6000001585456,0.6200475,1.4945275,1.8464475,6.91819,44.0271525,118.11897,180000,1383822000,1384002000,180000,NA,FALSE,FALSE,FALSE
"363",363,363,363,NA,2013-11-08 23:00:00,2013-11-10 18:00:00,154800s (~1.79 days),2999432.51090704,1333067.27960121,1666365.23130583,2013-11-08 23:00:00,2,0.356119772727273,2.24937,2013-11-09 19:00:00,3.9173175,27900s (~7.75 hours),0.484163548387097,2.24937,2013-11-09 19:00:00,2013-11-09 01:00:00,3.7522675,237600s (~2.75 days),2013-11-09 17:00:00,2013-11-10 18:00:00,90000s (~1.04 days),2049320.00745208,853335.673227483,1195984.3342246,1,112.54166707591,2013-11-10 07:00:00,0.986,"Q5",64800,43200,43200,50400s (~14 hours),39600s (~11 hours),3.7528325,-57600s (~-16 hours),1.46773,61.2444446671518,1.10927,2.53664,3.6554975,6.7155225,44.93515,121.15442,154800,1383951600,1384106400,154800,NA,FALSE,FALSE,FALSE
